,0
Nefh,0.000569459957249
Rnf14,0.000569271132531
Maged1,0.000568494061736
Wbp2,0.000567222322364
Stk32c,0.00056599971135
Aplp2,0.000564320242946
Wsb2,0.000563786303742
Celf5,0.000563729644174
Dennd5a,0.000563334768895
Inf2,0.000562373730483
Atp6v0e2,0.000561881305777
Ddx5,0.000561871247035
Syne1,0.00056183809083
Lasp1,0.000561334407211
Mmd2,0.000561043567906
Kcnip2,0.00056006695545
Fut9,0.000560025367183
Ptpn4,0.000559246057211
Kifap3,0.000558865374202
Stmn2,0.000558751448956
B4galnt1,0.000558695896667
Atp5j,0.000557960199808
Hivep2,0.000557805189264
Ppp1r9b,0.000557281384461
Pllp,0.000557236981186
Pon2,0.000556505759473
B4galt6,0.000556273656038
Kif1b,0.000556079636827
Wdr89,0.000554637918844
Kcna2,0.000554408866361
Prkar1a,0.000554305038062
Rpl23a,0.000553158515057
Strbp,0.000552958260129
Camk1d,0.000552384646613
Rpl7,0.000552136015285
Eef1a1,0.000552099253578
Gdi1,0.000551769464213
Ndufb6,0.000551746402306
Igf2,0.000551402740753
Nrxn2,0.000550585250078
Magee1,0.000550427141352
Dynll1,0.000550148707255
Tmem47,0.000548559306073
Lingo1,0.000547268616164
Apbb1,0.000546755474418
Gabbr2,0.00054604560681
Islr2,0.000545197683922
Eif4a2,0.000544883686889
Trim32,0.000544790885009
Nov,0.000544738028531
Gatm,0.00054435008956
Ahi1,0.000543818176102
Hp1bp3,0.000543808221916
Dlgap3,0.000543741693863
Ptpn3,0.000543687370531
Pvalb,0.000543525919404
Cadps2,0.00054337981534
Syp,0.000542817757521
Kcnq5,0.000542608383621
Epn1,0.000542543861326
Smim10l1,0.000542371325799
Vim,0.00054202116532
Mlc1,0.000541641494227
Nefm,0.000541346471117
Snap47,0.000540677731132
Plxna2,0.000540541927907
Hint1,0.000540295047788
Hk1,0.000539629403095
Impact,0.000539541778839
Ndufc2,0.000539380827365
Fkbp3,0.000539236085975
Hipk1,0.000538639663152
Mgst3,0.000538307114824
Kcnab1,0.000538191055152
Sphkap,0.000537615538512
Srp54b,0.000537258273978
Zcchc18,0.000535518941494
Nrcam,0.000535033292505
Rpl17,0.000534931299902
Ndn,0.000534239816586
Khdrbs3,0.000534061081828
Camta2,0.000533400969834
Chst1,0.000532983728967
Efnb3,0.000531569179021
Fhl2,0.000530678373046
Ramp1,0.000530329741765
Edil3,0.000530078604264
Tmem255a,0.000530045949487
Hspa12a,0.000529476055477
Sept11,0.00052876266323
Pgk1,0.000527983972856
Abat,0.000527346478069
Nedd4,0.000526286492788
Gfra2,0.000526164473417
R3hdm2,0.000524774080944
Spp1,0.000524377015928
C1qtnf4,0.000524169057823
Aldh6a1,0.000524051428812
Rpl22l1,0.000523750270098
Matr3,0.00052373721754
Il33,0.000523658039941
Lpgat1,0.000523315401108
Sccpdh,0.000523214397874
Uqcr10,0.00052216491536
Uqcrfs1,0.000522131788655
Actr2,0.000521725097218
Gpr26,0.000521670973925
Rpl14,0.000521618874236
Fmnl1,0.000521552805941
R3hdm4,0.000520810170896
Tuba1b,0.000520663765229
Abca2,0.000520637271797
Vapa,0.000520496545979
Pafah1b1,0.000520251700318
Tceal5,0.000519818793145
Clip3,0.000517358620422
Btbd3,0.000516553216131
Ola1,0.000516401250969
Sptan1,0.00051471111189
Ndufab1,0.000514254853906
Zfand5,0.000514201482796
Slc39a10,0.000513881702043
AI593442,0.000513396743484
Pcbp1,0.00051244416667
Syngr3,0.000511615534949
Rpl39,0.000511436871803
Junb,0.000511177675079
Rab7,0.000511139132659
Map1a,0.000508265540664
Arhgef9,0.000508221065455
Isca1,0.00050714812987
Rnf112,0.000506302115169
Ube2m,0.000506127778099
Ctbp1,0.000505680348328
Nacc2,0.000504407959069
Rpl3,0.000504200225537
Opcml,0.00050346471579
Atp5d,0.000501839203271
Rps27,0.000501178688239
Necab3,0.000500935753827
Eif5a,0.000500133766972
Sept4,0.000499771674457
Rpl4,0.000499456718032
Peg3,0.000499360874904
Fscn1,0.000498511084325
Tcf25,0.000498443795573
Atp5j2,0.000497982162963
Atrnl1,0.000497898662354
Hprt,0.00049767646064
Tmem88b,0.00049693274906
A830010M20Rik,0.000496249056093
Kcnv1,0.000494798066989
Nr2f2,0.000494154814395
Ezr,0.000494117987797
Amotl1,0.000493672011864
Hcn2,0.000493133287134
Hnrnpul1,0.000492914711311
Prox1,0.000492816762193
Adgrb2,0.000492156774022
Ndufa6,0.000491915041026
Ndufb8,0.000491622149496
Hs3st4,0.000491589327619
Rps12,0.000491327527702
Ndufb2,0.000491137711921
Ndufa3,0.000491011314657
Gpr37l1,0.000490792683392
Sept3,0.0004896197815
Slain1,0.000489446749609
Ntm,0.000488662986869
Nceh1,0.000488616202596
Serp2,0.000487909972717
Pdhb,0.000487858228065
Homer3,0.000487783001707
Acot7,0.000487491060923
Inadl,0.000487380032439
Cxx1a,0.000487310925185
Ivns1abp,0.000487107040097
X1110004F10Rik,0.000486481991787
Mgp,0.000486421693148
Ubc,0.000486314066343
Mrfap1,0.000486256378167
Pclo,0.000485632675553
Rpl37,0.000485367071894
Evl,0.000485266950737
Trnp1,0.000484898863025
Myl12b,0.000484831806638
Hopx,0.000484575482752
Rps14,0.000484357060287
Minos1,0.000482995126393
Eef2,0.000482477726824
Srp14,0.00048209500812
Mtcl1,0.000481884335556
Ppp2r2b,0.000481482344083
Crip2,0.000481108335291
Ryr2,0.000480825243658
Cd59a,0.000480699913091
Gabra4,0.000480009722579
Araf,0.000479923863682
Tmed7,0.000479912041396
Bcl11a,0.000479430706994
Ptms,0.000479141230323
Rps27a,0.000478727186902
Crim1,0.000478295866297
Pgk1.rs7,0.000477967747378
Idh3b,0.000477510352845
Dkkl1,0.000477332677764
Itpka,0.000476781022419
Car10,0.000475775501772
Golga7b,0.000474858015505
Sprn,0.000474360427444
Psmd2,0.000473989656546
B630019K06Rik,0.000473667882283
Eif1,0.000473422741807
Sod1,0.000473269488594
Hnrnpa2b1,0.000473180417214
Ndufb5,0.000472726079677
Slc6a17,0.0004726688863
Rps29,0.000472622388706
Dlg2,0.000471587955173
Strn4,0.000471316188665
Sgk1,0.000470681885266
Grm1,0.000470593319605
Ntrk2,0.000469939845478
Wipf3,0.000469836214318
Dlgap4,0.000469771733824
Stx1b,0.000468640769839
Eif4g2,0.000468437243307
Tmem229a,0.000468293461367
Cacna1a,0.000468094051973
Ndufs1,0.000467730851023
Nisch,0.000467045886747
Kifc2,0.000466640412285
Epha7,0.000465768547358
Gsk3a,0.000465562970912
Rpl32,0.000465422886243
Tmem178,0.000465311006708
Rock2,0.000464566849853
Rpl36,0.000462653882477
Camta1,0.000462222383224
Plpp3,0.000462197018741
Atp6v0a1,0.000461856414337
Kcnk2,0.00046112138837
Clmn,0.00046067291295
Syt5,0.000460522495486
H1f0,0.000460315500437
Tspan5,0.000459416613385
Ermn,0.000459312418948
Pfkp,0.000459141083191
Plcb4,0.00045888130894
Sez6,0.00045845031791
Vdac1,0.000457925753378
Fry,0.00045775080434
Nfix,0.000456200388459
Lef1,0.000455988070244
Gja1,0.00045572479191
Cpne5,0.000455529050734
Uhmk1,0.000455246868721
Desi1,0.000455214931288
Hap1,0.000455081104764
Fam57b,0.000455041461353
Sult4a1,0.000455012030215
Slc4a10,0.000454969347417
Igfbp6,0.000454308335435
Ndufb9,0.000453776492366
Spock2,0.000453463283983
Kcnip3,0.000453429034551
Rpl13,0.000453353770759
Sh3bgrl3,0.000452769748625
Abhd12,0.000452728921462
Tle4,0.000452307741464
Rab18,0.000452006313489
Rhob,0.000451851053138
Slc12a2,0.000451738629526
Cnrip1,0.00045166629125
Rasl10a,0.000450916578625
Slc6a9,0.000450717732568
Hspa4l,0.000450389580889
Sorl1,0.000450103399077
Tomm20,0.000449614480665
Tmx4,0.000449445952461
Srcin1,0.00044940514837
Limd2,0.000449150842333
Dnm3,0.000449019228232
Ube2k,0.000448857460337
Mgea5,0.000448744011926
Nxph3,0.000448739034274
Synj1,0.000448698482601
Hdac2,0.000448627565342
Olig1,0.000447674610162
Akr1a1,0.000447622835662
Slc6a5,0.000447620177961
Neurod1,0.000447565829913
Hnrnpu,0.000447515457849
Ugt8a,0.000447458510795
Fam212b,0.000447365274207
Cfap36,0.000447048109609
Rps19,0.000446751571159
Trim2,0.00044598087189
Spock1,0.000445943664214
Tspan2,0.000445801098795
Celsr2,0.000444863178634
Cobl,0.000444815367573
Hsph1,0.000444158431231
Rac1,0.00044410218926
Mapk9,0.000443628717531
Rpl34,0.000442793849844
Tmem158,0.00044226764121
Cplx3,0.000442032210997
Prdx2,0.000441826396241
Ppp2r1a,0.000441417440352
Rps2,0.000440875068372
Megf9,0.000440828449137
Map1lc3b,0.000439872465512
Rph3a,0.000439823388299
Slc30a3,0.00043910039155
Ptp4a3,0.000439059698532
Sh3bp1,0.000439014206452
Elavl2,0.000438944751393
Rpl35,0.000438390638387
Mlip,0.000438269613455
Slc6a1,0.000438073477321
Nhp2,0.000437743904014
Cnr1,0.000437472437639
Rack1,0.000436945059367
Sorbs2,0.000436910585598
Mbtps2,0.000436499925739
Akap11,0.000436493871731
Atp6v1f,0.000435885434601
Elavl3,0.000435379033706
Fnbp1,0.000435133655694
AK157302,0.000435058476465
Wnk1,0.000434217424942
Ptprn,0.000434194168618
Gde1,0.000434073210225
Dctn3,0.000433244827632
Lypd1,0.000433126338233
Atp6v0b,0.000432953716798
Cacna1i,0.000431596709213
Add2,0.000430915014229
Sdha,0.000430884863218
Bend6,0.000430732957501
Gm10073,0.000430130861398
Ppm1e,0.000429790941184
Paip2,0.000429704956575
Syt4,0.000429681762141
Gjb6,0.000429653429354
Ccnd2,0.000429648980365
Mbnl2,0.000429101100181
Aak1,0.000428889829143
Rnf13,0.000428855554761
Arhgef4,0.000428191726065
Cd47,0.000427392435636
Mpp3,0.000427386406627
Selt,0.000427136098509
Jph3,0.000427059824948
Dgkk,0.000426885164585
Dync1li1,0.000426671399167
Ndrg1,0.000426668556741
Map7d2,0.000426501846282
Agtpbp1,0.000426128762317
Cds2,0.000425661120459
Dusp6,0.000425449608403
Nars,0.000425082317249
Cdk17,0.000424710708628
Pgrmc1,0.000424681956412
Tsc22d1,0.000424544836645
Bmi1,0.000424495042466
Usp22,0.00042434574198
Cat,0.000424192492265
Chmp4b,0.000423926300267
Cycs,0.000423578082245
Tmem151a,0.000422957871081
Mctp1,0.000422954953612
Itih3,0.00042289038943
Ap1s1,0.000422644339964
Rimbp2,0.000422533844813
Cadps,0.000421805276094
Pcp4l1,0.00042175497036
Uqcc2,0.00042170596069
Zfp706,0.00042142575592
Vstm2l,0.000421156117733
Rps24,0.00042077159449
Shank3,0.000420700259821
Snph,0.000420552602967
Vgf,0.000420229825633
Klf10,0.000419151365248
Jph4,0.000419052896778
Cntnap1,0.000418840576622
Nell1,0.00041845123662
Sel1l3,0.000418109331187
Smim13,0.000417904346496
Ppib,0.000417637201465
Sec14l1,0.000417561039162
Klk6,0.000417559511849
Gria1,0.000417551197559
Cdip1,0.00041739627236
Rgs8,0.000417352187908
Slc38a2,0.000417312322283
Gpr37,0.000417196631021
X5031439G07Rik,0.000417018918337
Ramp3,0.000416834950838
Ap2s1,0.000416711358984
Rpl30,0.000416454792283
Ppp2ca,0.000416399169383
Mog,0.000415652178124
Negr1,0.000415611299377
Hmgcs1,0.000415172867306
Tomm70a,0.000415105038491
Tmem181a,0.000415102921948
Tubb3,0.000415077469309
Sun1,0.000415035705246
Epdr1,0.000414456698244
Gabrb3,0.000414195654311
Myo5a,0.00041418785014
Rpl21,0.00041384979144
Gnai2,0.000413514630898
Astn1,0.000413272541303
Nav3,0.000412678889769
Smarcd1,0.000412212948344
Pdha1,0.0004119119128
Ndufv3,0.00041186151488
Ndufb4,0.000411419636852
Clstn2,0.000411274464696
Rpl9,0.00041098901405
Cox5b,0.000410955359197
Clic4,0.000410806833508
Atp5c1,0.00041026671251
Lynx1,0.000410227362688
Mag,0.000409465812824
Rpl23,0.000409437788285
St13,0.000409382842283
Irf2bp2,0.000409236320999
Atp5o,0.000409190332437
Atf6,0.000408915259744
Sez6l2,0.000408690434526
Vcp,0.00040863238716
Akap8l,0.000407900186864
Foxp1,0.000407768193586
Akap5,0.000407387523857
Lsamp,0.000407194330002
Kcnf1,0.000406927929714
Plppr2,0.000406479461604
Mpc2,0.00040635013944
Fam107a,0.000406190439994
Nrbp2,0.000406063475402
Srgap3,0.000405762747279
Ctnna2,0.000405477705321
Adcy5,0.000405223743609
Gap43,0.000405093118017
D17Wsu92e,0.000405026948521
Chd3os,0.000404720648331
Atp6v0d1,0.00040386015025
